,game_name,seller,raiting,game_price,raiting_amount,offers,size_app,age,number_in_category,category
1390,Car Stunt Master - Car Racing,Zego Global Pte Ltd,4.6,0.99,19500.0,0,320800000.0,4,20,Racing
1391,Jumpy Horse Racing,Internet Reshenia LLC,3.5,0.99,63.0,1,658800000.0,4,47,Racing
1392,SkiFree,GearSprout LLC,2.1,0.0,153.0,1,5100000.0,4,62,Racing
1393,Wreck it : Demolition Derby,Serdar Akgul,2.4,0.0,9.0,1,1100000000.0,4,88,Racing
1394,Deliver It 3D,Voodoo,4.7,0.99,48100.0,0,212500000.0,12,32,Racing
1395,Offroad Unchained,Red Bull Media House GmbH,4.6,0.0,795.0,0,1400000000.0,4,92,Racing
1396,RunOut Racing,JOhn Lyons,1.0,1.99,2.0,0,3600000.0,4,66,Racing
1397,Driving Zone: Germany Pro,Alexander Sivatsky,4.0,0.99,1.0,1,238500000.0,4,39,Racing
1398,Gun Head Run,MondayOFF LLC,4.6,0.0,11500.0,1,160500000.0,9,10,Racing
1399,Vertigo Racing,Deep Byte Studios SRL,4.7,0.0,211.0,0,194800000.0,9,84,Racing
1400,Mini Motor Racing,NextGen Reality Pty. Ltd.,4.3,9.99,119.0,0,925000000.0,4,48,Racing
1401,A Car That Turns,Amirali Rajan,5.0,5.99,5.0,1,28300000.0,4,82,Racing
1402,Watch Driving Simulator,Zeph McLearan,2.5,1.99,2.0,0,70300000.0,4,91,Racing
1403,Mutant Run 3D,"Xiamen Sixcube Information Technology Co., Ltd.",4.6,0.99,1900.0,1,317400000.0,12,61,Racing
1404,Jumping Horses Champions 2,Lucas Ferreira Franca,4.4,0.0,90.0,1,410700000.0,4,76,Racing
1405,Unstoppable,Mathew Purchase,4.0,0.0,9.0,1,192700000.0,12,34,Racing
1406,Superhero Moto Stunts Racing,Zego Global Pte Ltd,4.6,1.99,2800.0,0,175000000.0,4,72,Racing
1407,Blocky Roads,Dogbyte Games Kft.,4.6,0.0,1700.0,0,58700000.0,4,63,Racing
1408,Dash Race,Hans-Juergen Richstein,4.9,0.0,7.0,0,52000000.0,4,92,Racing
1409,Descenders,Noodlecake Studios Inc,4.1,0.0,149.0,0,2700000000.0,4,15,Racing
1410,MudRunner Mobile,Focus Entertainment,4.7,0.0,2500.0,0,949600000.0,4,11,Racing
1411,Japanese Road Racer Pro,Alexander Sivatsky,3.0,0.0,2.0,0,335700000.0,4,57,Racing
1412,CarX Drift Racing 2,"KAR IKS TEKHNOLODZHIS, OOO",4.6,0.0,28000.0,0,2700000000.0,4,42,Racing
1413,Asphalt 9: Legends,Gameloft,4.8,0.0,900800.0,0,3100000000.0,12,12,Racing
1414,Athletics 2: Summer Sports,Olivier Monaret,4.6,0.0,622.0,0,246000000.0,4,79,Racing
1415,Fix My Car: Muscle Restoration,FireRabbit Inc.,4.1,0.0,14.0,0,163000000.0,4,77,Racing
1416,Hyperburner,Bad Potion PTY LTD,4.5,0.0,814.0,1,215100000.0,9,74,Racing
1417,Racing Online:Car Driving Game,BYTETYPER YAZILIM TICARET ANONIM SIRKETI,4.6,2.99,5300.0,0,618900000.0,4,20,Racing
1418,Highway Drifter,Mad Hook,4.4,0.99,29400.0,0,722700000.0,12,53,Racing
1419,Joe Danger Infinity,Hello Games Ltd,4.4,0.0,304.0,1,429200000.0,9,84,Racing
1420,Dog Sled Saga,Dan FitzGerald,4.4,0.0,343.0,1,80000000.0,4,26,Racing
1421,Disc Drivin‪'‬,Pixelocity Software LLC,4.7,0.0,55.0,1,43900000.0,4,77,Racing
1422,CSR 2 Drag Racing Car Games,Zynga Inc.,4.7,2.99,731300.0,0,3900000000.0,4,7,Sports
1423,F-Sim Space Shuttle,SkyTale Software GmbH,4.6,0.0,820.0,1,77600000.0,4,34,Racing
1424,Offroad Outlaws,Zach Smith,4.6,0.0,66100.0,0,712500000.0,4,46,Racing
1425,EU Truck Games Simulator Cargo,MIDNIGHT GAMES S.R.L.,3.9,0.0,15.0,1,747100000.0,4,76,Racing
1426,Driving Academy: Car Simulator,Games2win India,4.6,0.0,261800.0,1,773000000.0,12,69,Racing
1427,Werewolf Simulator Adventure,Benjamin Satterwhite,3.7,0.0,25.0,0,138300000.0,12,92,Racing
1428,Labo Brick Car(4+‪)‬,"Labo Lado Co., Ltd.",4.7,0.0,10.0,0,126100000.0,4,93,Racing
1429,3DTuning: Car Game & Simulator,3DTUNING LLC,4.0,1.99,15400.0,0,133700000.0,4,72,Racing
1430,They Are Coming‪!‬,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.5,0.0,88500.0,1,209100000.0,12,24,Racing
1431,Real Driving School,Oleksii Hohol,4.7,0.0,21600.0,0,1300000000.0,9,62,Racing
1432,ULTRA4 Offroad Racing,Gigabit Games LLC,3.6,0.0,221.0,0,137500000.0,4,23,Racing
1433,Miraculous Ladybug & Cat Noir,"CRAZY LABS BY TABTALE , G.P.",4.7,0.0,159600.0,0,322700000.0,12,56,Racing
1434,Stock Car Racing Simulator 22,Serdar Akgul,2.9,0.0,20.0,1,1900000000.0,4,69,Racing
1435,Infinite Flight Simulator,Infinite Flight LLC,4.2,0.0,15400.0,1,640000000.0,4,97,Racing
1436,CarX Street,"KAR IKS TEKHNOLODZHIS, OOO",4.6,0.0,16100.0,1,3900000000.0,4,11,Racing
1437,Truck Simulator USA Evolution,Alexandru Marusac,3.9,0.0,3000.0,0,1300000000.0,4,83,Racing
1438,Smashy Road: Wanted,Bearbit Studios B.V.,4.1,0.99,11000.0,0,164800000.0,9,90,Racing
1439,Tuning Club Online,Maxim Tatarchenko,4.6,0.99,3800.0,1,2300000000.0,9,57,Racing
1440,Bike Stunts Race Game 3D,Thai Hoa Technology and Media Solution Joint Stock Company,4.7,0.0,5000.0,0,186100000.0,4,97,Racing
1441,Ricky Carmichael's Motocross Matchup Pro,"2XL Games, Inc.",3.6,0.0,329.0,1,170200000.0,4,22,Racing
1442,Driving Zone: Offroad,Alexander Sivatsky,5.0,0.0,1.0,1,594200000.0,4,73,Racing
1443,Snake Run Race・3D Running Game,Freeplay LLC,4.7,0.0,1900.0,1,148400000.0,12,1,Racing
1444,Run of Life,Voodoo,4.5,0.0,71300.0,1,653200000.0,4,53,Racing
1445,No Limit Drag Racing 2,Zach Smith,4.5,1.99,17600.0,0,858400000.0,4,39,Racing
1446,Epic Race 3D,Good Job Games Bilisim Yazilim ve Pazarlama AS,4.6,0.0,191900.0,1,199700000.0,12,45,Racing
1447,Dirt Bike Unchained,Red Bull Media House GmbH,4.6,0.0,26900.0,1,2200000000.0,4,78,Racing
1448,Dirt Racing Mobile,Windowed Universe LLC,2.8,0.0,9.0,1,111000000.0,4,49,Racing
1449,Boost 2,Jonathan Lanis,4.7,4.99,549.0,1,15000000.0,4,50,Racing
1450,Money Rush,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.5,2.99,142100.0,0,273100000.0,12,36,Racing
1451,Rebel Racing,Hutch Games Ltd,4.8,0.0,197400.0,1,912900000.0,4,86,Racing
1452,Rush Rally Origins,Brownmonster Limited,4.8,0.0,308.0,1,244200000.0,4,17,Racing
1453,Bus Simulator 2023,Alexandru Marusac,4.3,0.99,641.0,1,1100000000.0,4,91,Racing
1454,Absolute Drift,Noodlecake Studios Inc,4.6,0.0,651.0,0,419600000.0,4,56,Racing
1455,Racing in Car 2021,PSV STUDIO LTD,4.5,0.0,6600.0,0,267100000.00000003,4,95,Racing
1456,Happy Wheels,Jim Bonacci,4.5,0.0,34600.0,1,100600000.0,17,87,Racing
1457,Offroad Legends 2,Dogbyte Games Kft.,4.7,0.0,971.0,0,79700000.0,4,79,Racing
1458,Pixel Car Racer,"STUDIO FURUKAWA, LLC",4.3,0.0,16100.0,0,115800000.0,4,68,Racing
1459,Offroad Revolution,MB PLUS d.o.o.,3.5,0.0,1000.0,0,767300000.0,4,58,Racing
1460,Car Driving Test Sim : SUV,Egemen Eroglu,3.2,0.0,667.0,0,243500000.0,4,60,Racing
1461,Real Racing 3,Electronic Arts Inc.,4.8,0.0,356500.0,1,615100000.0,4,52,Racing
1462,Outlaws - Dirt Track Racing 3,Serdar Akgul,2.8,0.0,70.0,1,1100000000.0,4,28,Racing
1463,Nitro Nation: Drag Racing,Osauhing Creative Mobile,4.6,0.0,34200.0,1,1200000000.0,4,16,Racing
1464,Steering Wheel Evolution,HOMA GAMES,4.9,0.0,13900.0,1,350500000.0,4,43,Racing
1465,Smash Cops,Hutch Games Ltd,4.4,0.0,223.0,0,583800000.0,4,67,Racing
1466,Construction Ramp Jumping,"BoomBit, Inc.",3.9,2.99,2700.0,1,288200000.0,12,71,Racing
1467,City Car Driving School Sim 3D,Better Games Studio Pty Ltd,4.6,0.99,13700.0,1,237800000.0,4,65,Racing
1468,Wheel Offroad,思琪 沈,3.1,2.99,1500.0,0,235200000.0,4,69,Racing
1469,Aerofly FS 2023,IPACS,3.7,0.0,82.0,1,4000000000.0,4,5,Racing
1470,Shred! 2 - ft Sam Pilgrim,ASBO Interactive LTD,4.8,3.99,821.0,0,1900000000.0,4,54,Racing
1471,Riptide GP: Renegade,Vector Unit Inc,4.7,0.0,710.0,1,106100000.0,9,53,Racing
1472,Dirt Racing Mobile 3D,Windowed Universe LLC,3.7,0.0,74.0,1,222900000.0,4,29,Racing
1473,Real Car Driving: Racing games,Caroline Mize,4.0,0.0,15900.0,0,653300000.0,4,29,Racing
1474,Bike Ride 3D,SG DEV LLC,4.3,0.0,123.0,0,422200000.0,12,55,Racing
1475,Pocket Champs: 3D Racing Games,MADBOX,4.8,0.0,48000.0,0,277300000.0,4,17,Racing
1476,Reckless Racing HD,Pixelbite,4.2,0.0,35.0,0,63300000.0,4,38,Racing
1477,Bike Race: Free Style Games,Top Free Games,4.8,2.99,563100.0,0,191200000.0,4,32,Racing
1478,Reckless Getaway,Pixelbite,4.6,0.0,208.0,0,108300000.0,12,62,Racing
1479,Real Drift Car Racing,Real Games SRLS,4.6,0.0,399.0,0,697200000.0,4,33,Racing
1480,.000 Practice Tree,Mitchell Oswald,5.0,0.0,1.0,1,47400000.0,4,37,Racing
1481,Touch Round - Watch game,Tocapp Games S.L.,4.1,0.99,1700.0,1,126700000.0,4,27,Racing
1482,Dirt Trackin,"BENNETT RACING SIMULATIONS, LLC",4.3,2.99,584.0,1,386700000.0,4,28,Racing
1483,Bump Pop,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.5,0.0,11300.0,1,389900000.0,12,41,Racing
1484,Need for Speed No Limits,EA Swiss Sarl,4.8,0.0,320700.0,1,3100000000.0,4,50,Racing
1485,Towing Race,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.5,0.0,40400.0,1,335300000.0,12,100,Racing
1486,OffRoad Drive Desert,LogicMiracle,3.6,1.99,123.0,0,409800000.0,4,53,Racing
1487,GRID™ Autosport,Feral Interactive Ltd,4.4,7.99,1800.0,1,4100000000.0,4,14,Racing
1488,Rock(s) Rider,"ECA-GAMES, Ltd.",4.5,1.99,15.0,0,1200000000.0,12,85,Racing
1489,Fix My Car: GT Supercar,FireRabbit Inc.,4.4,0.0,36.0,1,121300000.0,9,87,Racing
1490,Car Driving School Simulator,"BoomBit, Inc.",4.5,3.99,21600.0,0,378300000.0,12,21,Racing
1491,Truck Simulator Games TOW USA,Maxim Bulat,4.5,0.99,8600.0,1,469900000.0,4,65,Racing
1492,Mudness Offroad Car Simulator,MIDNIGHT GAMES S.R.L.,4.5,0.0,48200.0,0,687800000.0,12,47,Racing
1493,Car Driving: 3d Car Games,Arham Ehtasham,4.4,1.99,1500.0,0,411800000.0,4,82,Racing
1494,Mad Skills Snocross,Turborilla AB,4.7,1.99,2800.0,0,371500000.0,9,73,Racing
1495,OverDrive 2.6,Digital Dream Labs LLC,2.9,2.99,251.0,0,472000000.0,9,7,Racing
1496,URS - Car Driving Games 2022,Muhammad Aslam,2.0,0.0,125.0,0,201000000.0,9,59,Racing
1497,Traffic Rider,Soner Kara,4.5,0.0,24200.0,1,286500000.0,4,31,Racing
1498,Asphalt 8: Airborne,Gameloft,4.7,0.0,12900.0,1,3600000000.0,12,64,Racing
1499,Riptide GP2,Vector Unit Inc,4.6,0.0,887.0,1,59800000.0,4,18,Racing
1500,Hit & Run: Solo Leveling,Supercent Inc.,4.8,0.0,22700.0,1,734600000.0,9,67,Racing
1501,Driving School 3D,MICRO MEDIA d.o.o.,4.6,3.99,65500.0,0,516800000.0,4,79,Racing
1502,4x4 Jam HD,Invictus Games Ltd.,4.2,0.0,18.0,0,388700000.0,4,89,Racing
1503,Rush Hour 3D,Good Job Games Bilisim Yazilim ve Pazarlama AS,4.6,0.99,75500.0,1,408700000.0,4,93,Racing
1504,Outlaws - Sprint Car Racing 3,Serdar Akgul,2.8,0.0,13.0,0,1100000000.0,4,44,Racing
1505,Moto x3m,AceViral.com LTD,4.6,0.99,242.0,1,58900000.0,9,87,Racing
1506,Athletics: Summer Sports Full,Olivier Monaret,4.7,0.0,20.0,0,81600000.0,4,72,Racing
1507,Driving Zone 2 - Street Racing,Alexander Sivatsky,4.3,0.99,209.0,0,371300000.0,4,73,Racing
1508,Car Crash Compilation Game,Zego Global Pte Ltd,4.4,0.0,8100.0,0,226300000.0,4,14,Racing
1509,UHD - Ultimate Hajwala Drifter,Mad Hook,4.2,0.0,32.0,0,591500000.0,12,109,Racing
1510,Wheelie Life 2,Marcos Elena,4.6,0.0,1400.0,0,224300000.0,4,41,Racing
1511,Game of Ur,Mike Green,5.0,1.99,5.0,1,3100000.0,4,45,Racing
1512,Mad Skills Motocross 3,Turborilla AB,4.8,5.99,69400.0,0,509000000.0,9,49,Racing
1513,F-Sim|Space Shuttle 2,SkyTale Software GmbH,4.7,0.0,274.0,1,1400000000.0,4,26,Racing
1514,Spiral Roll,Voodoo,4.5,0.0,257800.0,1,266500000.0,12,39,Racing
1515,OVER TOP ACA NEOGEO,SNK CORPORATION,0.0,0.0,0.0,1,177300000.0,4,54,Racing
1516,Car Detailing Games for Kids and Toddlers. Premium,Gadget Software Development and Research LLC,0.0,0.0,0.0,1,72200000.0,4,96,Racing
1517,Trail Boss BMX,Adam Hunt,4.9,4.99,1500.0,0,754600000.0,4,71,Racing
1518,Sling Drift,Tastypill LLC,4.5,0.99,272800.0,1,196600000.0,12,55,Racing
1519,Drive Ahead‪!‬,Dodreams Fairytale Company Oy,4.6,3.99,123300.0,1,531600000.0,9,98,Racing
1520,Cargo Parking,PlayEmber Sp. z o.o.,4.6,2.99,20800.0,0,226600000.0,12,34,Racing
1521,Police Simulator Cop Car Games,Lapusanu Patriciu,4.4,0.0,14200.0,1,174500000.0,12,44,Racing
1522,CarX Highway Racing,"KAR IKS TEKHNOLODZHIS, OOO",4.8,0.0,19700.0,1,1200000000.0,4,84,Racing
1523,Car Parking Multiplayer,Aidana Kengbeiil,4.3,0.0,9400.0,0,796000000.0,4,26,Racing
1524,Race The Sun,FlippFly LLC,4.5,1.99,237.0,1,152000000.0,4,65,Racing
1525,RFS - Real Flight Simulator,RORTOS SRL,4.6,0.99,11500.0,1,546200000.0,4,4,Racing
1526,Dirt Trackin 2,"BENNETT RACING SIMULATIONS, LLC",4.8,0.0,6100.0,0,332400000.0,4,13,Racing
1527,Pumped BMX 3,Adam Hunt,4.7,0.0,604.0,0,162200000.0,4,58,Racing
1528,Traffic Tour - Highway Rider,WOLVES INTERACTIVE BILISIM YAZILIM TICARET LIMITED SIRKETI,4.2,0.0,7500.0,0,317600000.0,4,66,Racing
1529,Parking Master Multiplayer 2,SPEKTRA GAMES BILISIM MEDYA YAZILIM REKLAM PAZ ITH IHR SAN VE TIC LTD STI,3.8,0.0,89.0,0,962600000.0,4,94,Racing
1530,Reckless Racing 3,Pixelbite,4.4,0.0,280.0,1,389600000.0,17,70,Racing
1531,Offroad Legends,Dogbyte Games Kft.,4.5,4.99,2100.0,1,56800000.0,4,32,Racing
1532,Jet Car Stunts,TRUE AXIS PTY LTD,4.2,0.0,69.0,1,44100000.0,4,59,Racing
1533,Race Arena - Fall Car Battle,"DEVGEIM, OOO",4.6,0.99,9900.0,1,191900000.0,4,37,Racing
1534,Pulling USA 2,Bowen Games LLC,4.3,1.99,163.0,0,296200000.0,4,12,Racing
1535,Dodge Them - Ad Free,Nick Pothier,0.0,1.99,0.0,1,28000000.0,9,98,Racing
1536,Lifting Hero,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.7,1.99,22300.0,1,211400000.0,4,48,Racing
1537,Hashiriya Drifter: Car Games,MIDNIGHT GAMES S.R.L.,4.5,3.99,123900.0,0,1300000000.0,12,77,Racing
1538,Truck Simulator PRO 2,MAGEEKS SC,3.6,1.99,1200.0,0,1400000000.0,4,99,Racing
1539,Car Parking - Driving School,Lavkush Gupta,4.5,6.99,78400.0,1,1000000000.0,12,30,Racing
1540,Repulze,Pixelbite,4.2,1.99,19.0,0,158200000.0,4,40,Racing
1541,Pulling USA,Bowen Games LLC,4.2,1.99,142.0,0,209100000.0,4,43,Racing
1542,Bike Baron,Mountain Sheep,4.3,1.99,220.0,0,183200000.0,4,33,Racing
1543,2XL TROPHYLITE Rally HD,"2XL Games, Inc.",3.6,1.99,12.0,1,246600000.0,4,62,Racing
1544,Horsey Horse World,Benjamin Satterwhite,3.5,0.99,39.0,1,254200000.0,9,98,Racing
1545,2XL Snocross,"2XL Games, Inc.",3.9,4.99,54.0,0,141600000.0,4,100,Racing
1546,Motorsport Manager Mobile 3,Playsport Games Ltd,4.9,0.0,5300.0,1,622100000.0,12,20,Racing
1547,Fix My Car: Zombie Survival‪!‬,FireRabbit Inc.,4.1,0.99,39.0,0,85500000.0,9,51,Racing
1548,Photon Highway,Max Gittel,0.0,0.0,0.0,1,73900000.0,4,82,Racing
1549,Helicopter Pilot AR,"Superba AR, LLC",3.5,4.99,6.0,1,293200000.0,4,95,Racing
1550,Monoposto,Marco Pesce,4.3,1.99,228.0,1,487900000.0,4,47,Racing
1551,Street Kart:  #1 Go Kart Game,Fat Cigar Productions Ltd,4.7,0.0,4400.0,1,1200000000.0,4,8,Racing
1552,Driving Zone: Japan Pro,Alexander Sivatsky,0.0,0.0,0.0,1,174500000.0,4,40,Racing
1553,2XL Supercross HD,"2XL Games, Inc.",3.7,7.99,79.0,0,271100000.0,4,30,Racing
1554,Coffee Stack,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.7,0.0,209100.0,0,273000000.0,12,26,Racing
1555,Earn to Die,Not Doppler Pty Limited,4.8,0.0,3300.0,0,61200000.0,12,2,Racing
1556,Mannequin Downhill,KAYAC Inc.,4.7,0.0,1400.0,0,106900000.0,12,83,Racing
1557,Black Border Patrol Simulator,Monte Cervino Ltd,4.6,0.0,245.0,0,462000000.0,12,84,Playing
1558,Top War: Battle Game,Rivergame Limited,3.7,0.0,43600.0,0,1700000000.0,12,1,Strategy
1559,Gacha Life,Lunime Inc.,4.3,4.99,190200.0,0,175300000.0,9,65,Playing
1560,Northgard,Playdigious,4.7,4.99,2500.0,0,989700000.0,9,45,Playing
1561,Army Defence‪!‬,SayGames LTD,4.6,0.0,4600.0,0,441600000.0,9,74,Playing
1562,Undead Horde,10tons Ltd.,4.5,0.0,169.0,0,293000000.0,12,53,Playing
1563,DRAGON QUEST,"SQUARE ENIX Co., Ltd.",4.5,0.0,376.0,0,31600000.0,9,20,Playing
1564,Graveyard Keeper,TINYBUILD LLC,3.0,0.0,308.0,0,683800000.0,12,50,Playing
1565,Covet Fashion: Model Makeover,Crowdstar LLC,4.5,0.0,151000.0,0,178700000.0,12,72,Playing
1566,DRAGON QUEST II,"SQUARE ENIX Co., Ltd.",4.5,0.0,135.0,0,52500000.0,9,94,Playing
1567,Stardew Valley,ConcernedApe LLC,4.9,0.0,57000.0,1,367100000.0,12,1,Playing
1568,SIMULACRA 2,KAIGAN GAMES OUe,4.7,2.99,866.0,0,2100000000.0,12,89,Playing
1569,Save Balls: Brain Teaser Games,AI GAMES FZ LLC,4.6,1.99,12700.0,0,190400000.0,12,85,Playing
1570,My Cafe — Restaurant Game,Melsoft,4.7,1.99,88500.0,1,215000000.0,12,90,Playing
1571,Misty Continent,FunPlus International AG,4.5,14.99,5700.0,0,891800000.0,12,62,Strategy
1572,DRAGON QUEST V,"SQUARE ENIX Co., Ltd.",4.5,0.99,151.0,1,526700000.00000006,9,76,Playing
1573,Attack the Light,"Turner Broadcasting System, Inc.",4.7,0.0,3800.0,0,358400000.0,9,64,Playing
1574,Transistor,"Supergiant Games, LLC",4.4,0.0,696.0,1,2500000000.0,12,96,Playing
1575,Neverwinter Nights,Overhaul Games Inc.,4.0,0.0,171.0,1,3000000000.0,12,66,Playing
1576,Blast Waves,Kyle Barrett,4.3,0.99,35.0,1,114200000.0,9,75,Playing
1577,My Talking Angela 2,Outfit7 Limited,4.5,0.0,93700.0,0,226900000.0,4,32,Playing
1578,FF IV: THE AFTER YEARS,"SQUARE ENIX Co., Ltd.",4.3,0.0,181.0,0,621800000.0,9,71,Playing
1579,Love Island: The Game,Fusebox Games Ltd,4.3,0.0,7500.0,0,165000000.0,17,40,Playing
1580,DRAGON QUEST VI,"SQUARE ENIX Co., Ltd.",4.2,0.0,71.0,0,616200000.0,9,62,Playing
1581,To the Moon,X.D. Network Inc.,4.6,0.0,470.0,0,1400000000.0,4,94,Playing
1582,Secret Neighbor,TINYBUILD LLC,4.1,0.0,12200.0,0,2800000000.0,9,54,Playing
1583,"Warhammer 40,000: Tacticus",Snowprint Studios AB,4.7,0.0,5500.0,0,298200000.0,12,94,Playing
1584,Siralim Ultimate,Thylacine Studios LLC,4.8,0.0,151.0,0,545100000.0,12,81,Playing
1585,Loverz: Virtual girlfriend,Fannin Holdings Limited,4.5,0.0,2700.0,0,536900000.0,17,65,Playing
1586,SIMULACRA 3,KAIGAN GAMES OUe,4.4,0.0,54.0,0,2300000000.0,12,69,Playing
1587,FINAL FANTASY V,"SQUARE ENIX Co., Ltd.",3.5,9.99,76.0,0,969600000.0,9,96,Playing
1588,MARVEL Strike Force: Squad RPG,"Scopely, Inc.",4.6,0.0,230400.0,1,230300000.0,12,94,Playing
1589,Fashion Battle - Dress up game,APPS TEKNOLOJI ANONIM SIRKETI,4.5,0.0,10200.0,1,274300000.0,12,31,Playing
1590,Dungeon Village,"Kairosoft Co.,Ltd",4.7,7.99,143.0,0,254200000.0,4,88,Playing
1591,Genshin Impact,COGNOSPHERE PTE. LTD.,4.4,0.0,418700.0,0,3700000000.0,12,9,Adventure
1592,Acrylic Nails‪!‬,"CRAZY LABS BY TABTALE , G.P.",4.6,2.99,323900.0,0,214400000.0,12,29,Playing
1593,Rise of Kingdoms,"LilithGame Co., Ltd",4.5,13.99,137700.0,0,1500000000.0,9,27,Strategy
1594,Ultimate Wolf Simulator 2,Gluten Free Games LLC,4.0,14.99,1500.0,0,237000000.0,12,82,Playing
1595,Last Shelter: Survival,LONG TECH NETWORK LIMITED,3.9,6.99,14400.0,1,1100000000.0,12,81,Playing
1596,Age of Origins:Tower Defense,"Hong Kong Ke Mo software Co., Limited",4.3,0.0,36700.0,0,877500000.0,12,20,Strategy
1597,Dessert DIY,"CRAZY LABS BY TABTALE , G.P.",4.6,0.0,96000.0,1,233700000.0,12,13,Playing
1598,FINAL FANTASY TACTICS :WotL,"SQUARE ENIX Co., Ltd.",3.9,0.0,1200.0,1,706700000.0,9,8,Playing
1599,Year Walk,Simogo AB,4.2,15.99,338.0,0,820400000.0,12,91,Playing
1600,Gacha Club,Lunime Inc.,4.5,0.0,99400.0,0,180400000.0,9,59,Playing
1601,Journey: New Relationship & AI,Novi Limited,4.3,20.99,14800.0,0,28300000.0,17,75,Playing
1602,Evony,TOP GAMES INC.,4.0,9.99,83900.0,0,684800000.0,12,5,Strategy
1603,WorldBox - God Sandbox,Maxim Karpenko,4.7,0.0,36500.0,0,193200000.0,9,80,Playing
1604,Super Stylist: Glam Dress Up,CRAZY STYLE LTD,4.6,0.0,326900.0,0,1500000000.0,12,26,Playing
1605,Single City: Sim Metaverse,A Thinking Ape Entertainment Ltd.,4.7,0.0,4100.0,0,198200000.0,17,79,Playing
1606,Dragon Trail: Hunter World,"Zhuhai Youwu Network Technology Co., Ltd.",4.8,0.0,19500.0,0,2100000000.0,12,95,Playing
1607,Dragon City Mobile,Socialpoint,4.8,0.0,1100000.0,1,339700000.0,4,35,Playing
1608,Phone Case DIY,"CRAZY LABS BY TABTALE , G.P.",4.6,0.0,406900.0,0,250300000.0,12,28,Playing
1609,FINAL FANTASY VIII Remastered,"SQUARE ENIX Co., Ltd.",4.1,6.99,230.0,0,2600000000.0,12,15,Playing
1610,CHRONO TRIGGER (Upgrade Ver.‪)‬,"SQUARE ENIX Co., Ltd.",4.5,0.0,968.0,0,558400000.0,9,10,Playing
1611,DIY Makeup,"CRAZY LABS BY TABTALE , G.P.",4.5,0.0,23700.0,0,170700000.0,12,95,Playing
1612,Hyper Hostess,SUPERSONIC STUDIOS LTD,4.7,4.99,2400.0,1,405900000.0,12,70,Playing
1613,Lunch Box Ready,"CRAZY LABS BY TABTALE , G.P.",4.6,0.0,14400.0,1,272400000.0,12,25,Playing
1614,Episode - Choose Your Story,"Episode Interactive, LLC",4.7,0.0,2500000.0,0,303700000.0,12,4,Playing
1615,Sculpt people,"CRAZY LABS BY TABTALE , G.P.",4.5,0.0,190300.0,1,254800000.0,12,33,Playing
1616,Ace Attorney Spirit of Justice,"CAPCOM Co., Ltd",3.7,0.0,236.0,0,1100000000.0,12,67,Playing
1617,Beauty Care‪!‬,RUBY OYUN VE YAZILIM DANISMANLIK SANAYI TICARET LIMITED SIRKETI,4.3,0.0,151500.0,1,184800000.0,12,51,Playing
1618,Dislyte,FARLIGHT PTE. LTD.,4.6,0.0,86200.0,0,905900000.0,9,52,Playing
1619,Eternal Evolution: Idle RPG,"HK Hero Entertainment Co., Limited",4.5,0.0,1400.0,1,2100000000.0,12,68,Playing
1620,Injustice 2,Warner Bros. Entertainment,4.6,5.99,147800.0,0,2100000000.0,12,96,Playing
1621,FINAL FANTASY III (3D REMAKE‪)‬,"SQUARE ENIX Co., Ltd.",4.2,14.99,143.0,0,484100000.0,9,57,Playing
1622,Chapters: Interactive Stories,"Crazy Maple Studio, Inc.",4.4,0.0,101400.0,0,276500000.0,17,17,Playing
1623,Net Fishing‪!‬,Voodoo,4.5,0.0,1200.0,1,235400000.0,12,46,Sports
1624,Gladiators Arena: Idle Tycoon,Lion Studios Plus LLC,4.9,0.0,9900.0,1,382700000.0,12,80,Playing
1625,Lash Salon,"CRAZY LABS BY TABTALE , G.P.",4.5,0.99,14200.0,1,248700000.0,12,60,Playing
1626,Rise of Empires: Fire and War,LONG TECH NETWORK LIMITED,4.2,1.99,15100.0,0,1200000000.0,12,74,Playing
1627,Star Wars™: Galaxy of Heroes,EA Swiss Sarl,4.6,0.0,203500.0,1,167000000.0,9,92,Playing
1628,Trader Life Simulator,GOLDFINCH GAMES,4.1,17.99,44.0,0,366200000.0,4,76,Playing
1629,Dungeon Village 2,"Kairosoft Co.,Ltd",4.7,0.0,279.0,1,276600000.0,12,64,Playing
1630,Hair Dye‪!‬,"CRAZY LABS BY TABTALE , G.P.",4.5,1.99,124600.0,1,230600000.0,12,44,Playing
1631,My Talking Tom,Outfit7 Limited,4.4,0.0,299900.0,1,379300000.0,4,41,Playing
1632,Fallout Shelter,Bethesda Softworks LLC,4.8,6.99,404200.0,1,397200000.0,12,77,Playing
1633,Teeny Titans - Teen Titans Go‪!‬,"Turner Broadcasting System, Inc.",4.5,0.0,3000.0,1,740400000.0,9,31,Playing
1634,Winked: Episodes of Romance,Nanobit d.o.o.,4.7,32.99,9100.0,0,222600000.0,17,99,Playing
1635,The Ensign,Amirali Rajan,4.6,0.0,477.0,1,20700000.0,12,81,Playing
